cid,district,subway,community_average
1111027381629,10,1,98269
1111027381631,7,0,60452
1111027381634,1,1,79773
1111027381636,10,1,76520
1111027381647,7,1,77310
1111027381655,1,1,92742
1111027381658,7,1,53241
1111027381661,2,1,66712
1111027381665,7,1,66042
1111027381666,7,1,63959
1111027381667,4,1,43252
1111027381668,10,1,152118
1111027381670,7,0,72529
1111027381671,8,0,65057
1111027381674,7,0,41261
1111027381675,13,0,42284
1111027381677,7,0,100577
1111027381679,7,1,68178
1111027381686,7,1,81186
1111027381691,7,1,65630
1111027381699,1,1,59015
1111027381702,2,1,57277
1111027381703,2,1,57372
1111027381704,2,1,58879
1111027381705,2,1,60244
1111027381707,7,1,68650
1111027381709,8,1,92721
1111027381710,1,1,79490
1111027381711,1,1,91904
1111027381713,7,1,72718
1111027381714,7,0,60427
1111027381718,10,0,113247
1111027381719,7,0,62702
1111027381727,11,1,57333
1111027381728,7,1,86141
1111027381735,7,0,60631
1111027381738,2,0,43567
1111027381739,1,1,57243
1111027381740,7,1,52638
1111027381741,11,0,49798
1111027381742,7,1,73449
1111027381744,8,0,63813
1111027381745,4,1,45110
1111027381746,13,0,42342
1111027381749,8,0,65567
1111027381751,13,0,29574
1111027381754,8,0,70230
1111027381756,4,1,45149
1111027381757,13,0,30962
1111027381760,7,1,62297
1111027381766,7,1,53286
1111027381768,10,1,75744
1111027381772,8,0,83122
1111027381775,10,1,84448
1111027381776,1,1,80941
1111027381778,10,1,70502
1111027381779,10,1,87863
1111027381788,10,1,105720
1111027381790,7,1,46410
1111027381793,11,1,40242
1111027381794,7,1,61239
1111027381797,11,0,40745
1111027381799,7,1,57658
1111027381800,7,0,59392
1111027381801,10,1,89350
1111027381802,9,0,50227
1111027381804,9,0,56192
1111027381805,9,0,48773
1111027381810,7,1,158952
1111027381812,9,0,56973
1111027381816,7,1,60204
1111027381818,11,0,37527
1111027381821,2,1,56527
1111027381824,3,0,47498
1111027381826,7,1,60027
1111027381829,7,1,50982
1111027381832,8,0,83100
1111027381835,1,1,80128
1111027381839,1,1,59015
1111027381840,1,1,110945
1111027381841,1,1,116788
1111027381843,1,1,126043
1111027381844,8,1,84580
1111027381846,1,0,81649
1111027381849,2,0,63326
1111027381850,2,0,64917
1111027381851,2,0,60129
1111027381854,10,1,124854
1111027381855,13,0,41276
1111027381856,7,1,60653
1111027381858,7,1,40350
1111027381863,1,1,91512
1111027381865,4,0,45246
1111027381867,7,1,103884
1111027381868,6,0,26885
1111027381869,10,1,85041
1111027381870,13,0,34626
1111027381871,2,0,62103
1111027381879,7,0,71539
1111027381881,13,0,37937
1111027381883,10,1,81624
1111027381888,9,0,49154
1111027381891,2,0,41148
1111027381893,6,1,33241
1111027381894,10,1,120359
1111027381897,13,0,38574
1111027381899,7,1,84310
1111027381900,7,0,37693
1111027381901,7,0,43993
1111027381904,8,0,64123
1111027381905,7,1,79165
1111027381906,7,1,74873
1111027381907,7,1,76427
1111027381909,10,1,62567
1111027381911,2,1,65719
1111027381913,8,0,61710
1111027381925,10,1,59015
1111027381927,10,0,105509
1111027381931,10,0,99461
1111027381933,7,1,73708
1111027381935,4,0,26169
1111027381936,6,1,36290
1111027381939,6,0,14773
1111027381947,11,0,43011
1111027381951,11,0,32515
1111027381959,1,1,59015
1111027381962,8,1,63313
1111027381973,2,0,52501
1111027381979,8,0,66988
1111027381982,6,0,40194
1111027381983,6,0,40612
1111027381985,6,1,45871
1111027381994,10,1,59015
1111027381995,10,1,113651
1111027381998,2,1,52385
1111027382001,10,1,93339
1111027382002,7,0,65311
1111027382003,6,1,58075
1111027382009,7,0,44599
1111027382010,7,1,37883
1111027382013,10,1,96591
1111027382014,7,0,71322
1111027382017,1,1,103813
1111027382018,1,1,59015
1111027382024,12,0,39294
1111027382025,2,0,53910
1111027382031,8,0,70837
1111027382035,1,1,57540
1111027382044,4,1,47318
1111027382048,1,1,96491
1111027382058,8,1,81816
1111027382064,10,0,106206
1111027382067,10,0,110543
1111027382068,10,1,108857
1111027382069,10,1,100290
1111027382070,10,1,99423
1111027382071,10,1,83081
1111027382072,10,0,103458
1111027382073,8,1,64588
1111027382077,10,0,84297
1111027382079,7,1,54645
1111027382080,10,1,146634
1111027382086,10,1,114411
1111027382087,10,1,103293
1111027382088,10,1,99270
1111027382089,10,0,104492
1111027382090,10,0,109607
1111027382091,10,0,105953
1111027382093,10,1,60168
1111027382098,10,1,110096
1111027382099,10,0,104141
1111027382100,10,0,104982
1111027382101,10,0,107792
1111027382102,10,1,112127
1111027382103,8,1,65104
1111027382106,8,1,60688
1111027382107,1,1,62724
1111027382108,10,1,97394
1111027382109,10,1,90814
1111027382110,10,1,110904
1111027382111,8,1,68930
1111027382115,7,1,66219
1111027382116,7,1,99657
1111027382127,2,0,57889
1111027382129,10,0,96158
1111027382139,10,1,96405
1111027382140,7,0,34170
1111027382146,8,1,74931
1111027382148,10,1,91137
1111027382151,8,0,46613
1111027382152,13,0,43994
1111027382154,6,1,35962
1111027382159,11,1,42782
1111027382161,8,1,87334
1111027382163,7,0,37296
1111027382164,5,0,37148
1111027382168,7,1,65240
1111027382170,7,0,52256
1111027382176,7,1,72877
1111027382177,7,1,66408
1111027382179,8,0,95438
1111027382190,1,1,85557
1111027382191,8,1,91968
1111027382192,7,1,73380
1111027382193,2,1,64808
1111027382195,8,0,55505
1111027382199,7,0,59927
1111027382200,10,1,121445
1111027382201,7,0,58188
1111027382202,8,0,87251
1111027382209,9,0,64222
1111027382212,7,1,41718
1111027382213,4,1,45214
1111027382214,7,0,65810
1111027382215,7,1,64361
1111027382216,7,0,68908
1111027382218,8,1,121121
1111027382219,7,1,99644
1111027382221,7,1,72589
1111027382230,7,0,91582
1111027382231,7,0,90658
1111027382232,7,0,114246
1111027382234,6,0,59015
1111027382235,7,0,53663
1111027382236,7,0,52904
1111027382237,7,0,57024
1111027382238,2,1,60067
1111027382242,11,0,45147
1111027382250,9,0,47095
1111027382251,10,1,123002
1111027382254,1,1,92868
1111027382256,7,0,40020
1111027382263,10,0,72666
1111027382266,10,0,78970
1111027382268,10,0,80214
1111027382269,10,0,74572
1111027382270,10,0,71735
1111027382271,7,0,39247
1111027382272,10,1,121898
1111027382276,5,1,32095
1111027382277,8,1,95820
1111027382278,2,1,50960
1111027382279,9,0,46035
1111027382282,1,1,73419
1111027382283,1,1,71761
1111027382284,7,1,40439
1111027382285,1,0,88660
1111027382286,1,1,75950
1111027382287,7,0,65564
1111027382305,2,1,48538
1111027382307,8,1,64750
1111027382309,7,1,85308
1111027382319,8,0,72733
1111027382320,8,1,81586
1111027382321,8,1,96866
1111027382326,8,1,88222
1111027382330,8,1,110318
1111027382335,6,1,46808
1111027382338,8,1,86119
1111027382344,7,1,110663
1111027382345,1,1,35977
1111027382348,13,0,47900
1111027382350,7,1,55459
1111027382354,7,1,76302
1111027382359,7,1,86292
1111027382360,8,1,91631
1111027382361,2,0,46872
1111027382362,8,0,77258
1111027382363,2,1,82017
1111027382367,2,1,65374
1111027382368,8,1,97565
1111027382381,8,0,108646
1111027382399,8,1,91926
1111027382411,7,1,43458
1111027382416,7,1,40427
1111027382420,1,1,98739
1111027382424,2,1,54506
1111027382428,8,1,85040
1111027382438,1,1,84208
1111027382441,7,0,82877
1111027382445,7,0,79670
1111027382455,7,0,57260
1111027382456,7,1,63312
1111027382457,7,1,67039
1111027382458,7,0,61823
1111027382459,7,1,63867
1111027382460,7,1,44711
1111027382463,8,0,65465
1111027382464,8,1,78956
1111027382466,8,1,103097
1111027382471,7,1,68093
1111027382472,10,0,66215
1111027382473,10,1,180755
1111027382474,7,0,68428
1111027382475,7,1,61806
1111027382476,7,1,70268
1111027382477,7,1,57672
1111027382480,6,0,48430
1111027382482,8,1,82893
1111027382483,7,1,62684
1111027382485,1,0,97522
1111027382487,8,0,104621
1111027382490,7,1,78799
1111027382491,7,1,87366
1111027382492,7,1,88797
1111027382493,7,1,90915
1111027382494,8,0,86585
1111027382496,7,1,83873
1111027382498,10,0,61363
1111027382500,7,1,46847
1111027382508,11,0,46112
1111027382512,1,1,80045
1111027382515,10,1,141775
1111027382517,2,0,46572
1111027382518,2,0,49710
1111027382519,2,0,50526
1111027382523,7,1,65898
1111027382526,7,1,68983
1111027382527,11,0,42995
1111027382528,2,1,58955
1111027382546,6,0,47574
1111027382547,8,0,87923
1111027382550,9,0,49581
1111027382558,7,0,65244
1111027382559,7,0,67771
1111027382560,7,0,61405
1111027382562,7,0,65616
1111027382565,7,1,66357
1111027382567,1,1,128316
1111027382568,7,1,60800
1111027382569,7,0,66559
1111027382570,7,1,74085
1111027382572,8,1,75591
1111027382584,7,0,73246
1111027382586,10,1,93676
1111027382587,10,1,82297
1111027382588,10,1,108744
1111027382590,10,1,83927
1111027382595,10,1,59015
1111027382596,10,0,59015
1111027382598,7,0,56781
1111027382599,6,0,54615
1111027382605,10,1,119131
1111027382606,2,1,59327
1111027382607,7,1,57507
1111027382608,11,1,43368
1111027382609,8,1,84206
1111027382612,10,0,123087
1111027382618,11,0,39020
1111027382627,10,0,119289
1111027382631,10,1,112689
1111027382636,7,0,53949
1111027382642,1,1,81387
1111027382643,1,1,90778
1111027382645,10,1,96209
1111027382657,7,1,62834
1111027382660,10,1,88798
1111027382661,10,1,126326
1111027382662,1,1,97463
1111027382663,10,0,60772
1111027382666,8,0,85845
1111027382668,1,1,94189
1111027382671,2,1,59738
1111027382679,2,1,53588
1111027382682,10,1,97473
1111027382684,10,1,125254
1111027382685,10,1,105670
1111027382686,10,1,100175
1111027382687,10,1,101050
1111027382692,10,1,129807
1111027382693,7,1,79930
1111027382696,8,0,81499
1111027382705,10,1,119332
1111027382707,8,1,79654
1111027382710,10,1,100141
1111027382714,10,1,143667
1111027382716,10,1,59015
1111027382720,10,1,137745
1111027382721,8,1,52911
1111027382725,2,1,48897
1111027382728,2,1,50347
1111027382732,8,0,65588
1111027382733,7,1,68599
1111027382734,4,1,35653
1111027382737,8,0,52407
1111027382744,2,1,57950
1111027382745,8,0,91658
1111027382752,2,0,50602
1111027382753,2,0,55585
1111027382754,8,1,114907
1111027382756,1,1,94309
1111027382757,7,1,69881
1111027382763,7,1,110187
1111027382764,7,1,71765
1111027382766,4,1,39845
1111027382770,7,1,71694
1111027382777,10,1,59015
1111027382779,8,1,69370
1111027382781,11,0,36201
1111027382783,7,0,60403
1111027382784,7,0,50959
1111027382790,8,1,80332
1111027382794,8,1,78359
1111040862944,10,1,83649
1111040862962,7,1,137274
1111040862969,7,0,48160
1111040862971,6,1,33112
1111040862975,4,0,49524
1111040862979,6,0,33179
1111040862984,8,1,88489
1111040862993,6,1,36861
1111040863005,1,1,101249
1111040863006,4,0,39309
1111040863020,7,1,100512
1111040863031,7,0,43824
1111041084751,8,0,100306
1111041090136,7,0,42014
1111041090262,10,1,108198
1111041090274,8,0,63404
1111041119984,7,1,38425
1111041125888,10,1,125656
1111041129296,1,1,54306
1111041131267,10,1,59015
1111041134912,7,0,51088
1111041135069,7,1,52301
1111041136732,7,0,47364
1111041137077,7,0,44892
1111041137634,7,1,45893
1111041140250,6,1,40843
1111041145253,4,1,47847
1111041147156,10,0,128866
1111041148422,10,0,92729
1111041150253,7,1,103438
1111041150489,1,1,90443
1111041150519,7,0,93829
1111041153546,7,0,75110
1111041155658,6,1,30343
1111041159352,7,1,45755
1111041160125,7,1,47055
1111041160223,7,1,45108
1111041161121,10,1,99166
1111041163563,7,1,60994
1111041166357,7,0,45554
1111041170735,13,0,58692
1111041173789,7,1,63053
1111041174017,6,0,32781
1111041174184,10,1,59015
1111041174808,6,0,43279
1111041175852,10,1,103270
1111041175907,1,1,75277
1111041178256,4,1,59179
1111041180757,7,0,42298
1111041181628,1,1,111105
1111041183594,10,1,59015
1111041200150,1,0,59015
1111041212838,10,1,59015
1111041212937,1,1,145811
1111041386335,7,0,77291
1111041408806,1,1,59015
1111041464248,7,1,146493
1111041517016,7,0,63518
1111041571175,7,1,72176
1111041652805,7,0,105938
1111041688588,7,1,38756
1111041743164,6,0,61958
1111041747415,7,1,65074
1111041750759,7,1,79727
1111041779491,6,0,36569
1111041779576,7,0,46506
1111041781359,10,1,59015
1111041783447,7,0,51534
1111041787770,4,1,43597
1111041802183,7,0,54019
1111041816515,10,1,103906
1111041861938,6,0,10847
1111041864329,1,1,114742
1111041880874,6,1,32682
1111041915399,7,1,56592
1111041963705,10,1,86734
1111042071188,6,0,31381
1111042205636,7,0,95923
1111042529329,10,1,94079
1111042664967,10,1,120442
1111042697540,7,1,47686
1111042698500,7,1,96575
1111042722170,7,0,64868
1111042784632,7,0,90147
1111042936552,7,1,52221
1111042945271,10,0,105908
1111042946352,6,0,29560
1111042948189,1,1,96269
1111042951124,10,1,59015
1111042955764,3,0,45617
1111042959158,9,0,33628
1111042959484,8,0,77777
1111042967521,1,1,83067
1111042968754,10,1,59015
1111043010634,11,0,28786
1111043052734,5,1,43360
1111043093784,7,1,106627
1111043155114,7,0,48515
1111043158260,7,1,59015
1111043180598,10,1,99530
1111043185817,6,0,51238
1111043196439,6,0,48793
1111043209553,6,0,38245
1111043241688,1,1,109403
1111043264053,1,0,59015
1111043267862,7,1,101192
1111043300680,1,1,59015
1111043313490,1,1,99721
1111043313755,1,1,104484
1111043314469,1,1,100713
1111043314949,1,1,112082
1111043315814,1,1,43093
1111043315856,1,0,87426
1111043316306,1,1,97078
1111043316665,1,1,87155
1111043316752,1,1,98666
1111043326838,4,0,55502
1111043352307,1,1,83201
1111043364345,7,1,109848
1111043388266,7,1,84591
1111043443524,7,1,80072
1111043464865,6,1,58311
1111043479283,7,0,43538
1111043481761,11,0,58577
1111043529456,12,0,38753
1111043623564,4,1,43901
1111043644453,6,0,83158
1111044701353,7,0,35300
1111044918637,7,0,42829
1111044927509,7,1,69200
1111044976720,1,1,59015
1111045001333,3,0,54435
1111045039405,4,1,32854
1111045132609,8,0,85722
1111045133260,6,0,35319
1111045159500,6,0,49056
1111045166171,6,0,46147
1111045191775,7,0,52411
1111045269268,4,0,56080
1111045274984,4,0,47647
1111045303586,7,0,76071
1111045368414,2,1,44374
1111045414377,11,0,35391
1111045465275,10,1,59015
1111045499011,7,0,59015
1111045501028,7,0,59015
1111045501689,2,0,44275
1111045502592,7,0,59015
1111045508473,7,0,59015
1111045509188,7,0,59015
1111045509645,7,0,59015
1111045643961,7,0,86307
1111045802449,6,0,47447
1111045936161,7,1,89487
1111045965035,5,1,34781
1111045971965,11,1,38478
1111045972696,5,1,27988
1111045984885,10,1,161771
1111045984927,7,1,80006
1111045993904,7,1,106106
1111045996809,7,0,59015
1111046020571,7,1,75387
1111046046356,7,1,124149
1111046057997,1,1,59015
1111046061258,1,1,59015
1111046089544,6,0,45648
1111046092946,7,0,54794
1111046094861,5,1,49915
1111046142354,7,1,107540
1111046173187,10,1,110895
1111046250718,6,0,38043
1111046251721,6,0,42231
1111046257017,7,0,89300
1111046292412,1,1,88250
1111046300865,11,0,64140
1111046302567,6,0,44688
1111046315925,1,1,65205
1111046318849,1,1,102666
1111046319521,5,1,43331
1111046322923,7,1,46207
1111046327190,8,1,78657
1111046327215,8,1,75604
1111046338377,6,0,27891
1111046342655,6,0,45306
1111046342806,8,1,107251
1111046347212,1,1,59015
1111046362161,6,0,34854
1111046364973,8,1,76826
1111046386653,7,1,64220
1111046409236,7,1,67511
1111046414966,10,1,90807
1111046422575,10,1,84026
1111046423518,6,0,43442
1111046439745,7,0,82571
1111046452996,7,1,59015
1111046456391,7,1,109474
1111046467089,10,0,59015
1111046517645,7,0,59015
1111046523885,7,1,56693
1111046524965,2,0,38851
1111046547603,7,0,46305
1111046548085,11,0,44200
1111046551537,10,1,93871
1111046557914,2,1,57232
1111046567076,1,1,97063
1111046567146,1,1,116369
1111046595978,10,1,153833
1111046635173,4,0,36949
1111046635812,4,1,58831
1111046648073,10,0,59015
1111046754872,8,1,85859
1111046810358,7,1,66854
1111046810631,7,1,67440
1111046810842,7,1,67067
1111046810925,7,1,66763
1111046826212,7,0,48973
1111046826284,7,0,45026
1111046835333,1,1,82447
1111046874302,1,1,59015
1111046877894,10,1,84269
1111046880746,7,0,89320
1111046888092,8,0,37277
1111046902391,7,0,61635
1111046920539,6,1,54535
1111046920919,13,0,27425
1111046923177,1,1,79052
1111046928929,7,1,96118
1111046941625,6,1,45129
1111046958576,10,0,122373
1111046963989,6,0,66207
1111046966682,7,0,43384
1111046997447,11,0,36263
1111047005416,13,0,26302
1111047034761,5,0,20483
1111047045254,7,0,59015
1111047090108,10,1,112550
1111047103520,7,1,63843
1111047133325,1,1,67132
1111047168935,4,0,54858
1111047174135,10,1,98639
1111047177840,7,1,110210
1111047227618,7,1,76917
1111047229050,1,1,88828
1111047237632,7,1,105096
1111047250644,4,0,32703
1111047291137,4,0,57094
1111047293757,7,1,89873
1111047336891,2,1,28916
1111047349969,6,0,45536
1111047362805,4,1,58960
1111047399265,7,1,97258
1111047579714,7,0,85991
1111047627815,6,0,29153
1111047726158,6,0,37270
1111047727551,12,0,46120
1111047732190,10,0,85419
1111047768803,7,0,63708
1111047812347,10,1,130768
1111047821010,1,0,59015
1111047822365,6,0,33931
1111047836724,6,0,39253
1111047837492,4,1,44061
1111047879553,5,1,42137
1111047917139,6,0,46745
1111047986643,10,1,95049
1111048258943,7,0,61279
1111048633483,7,0,46724
1111049600822,2,1,62016
1111050695480,11,0,53765
1111050770108,6,0,50908
1111052073923,12,0,39381
1111052077433,4,0,52646
1111052110644,12,0,39492
1111052133592,12,0,44889
1111052193147,5,1,36128
1111052214168,5,0,35718
1111052857099,5,0,36637
1111053224604,6,0,37086
1111053389754,5,0,40051
1111053451645,5,1,41660
1111053458322,5,1,38758
1111053464799,5,1,39756
1111053689921,5,1,41280
1111053691362,5,1,46527
1111053885744,5,1,40750
1111054088145,5,1,44647
1111054265763,6,0,45957
1111054399971,6,0,32079
1111054402096,6,0,42060
1111054408505,6,0,28579
1111054419175,6,1,32820
1111054421609,6,0,34142
1111054468494,6,1,36367
1111054471063,6,1,44724
1111054560665,6,0,34555
1111054563452,6,1,33853
1111054604368,6,1,38455
1111054605625,6,1,36050
1111054653711,6,0,35523
1111054666949,6,1,45502
1111054696058,6,0,42314
1111054847914,6,0,50960
1111055192817,6,0,35023
1111055240525,6,1,43334
1111055267995,6,0,38216
1111055357590,6,1,39875
1111055406217,7,1,87646
1111055565875,5,1,30520
1111055716316,6,0,52915
1111055841726,6,0,33606
1111055906573,5,0,28218
1111055947771,5,0,28774
1111056025375,6,0,46493
1111056050286,6,0,36515
1111056054668,6,0,35787
1111056093957,5,0,41551
1111056355518,6,0,36709
1111056464680,6,1,40258
1111056480588,6,1,33144
1111056538257,6,0,38898
1111056542784,6,0,35566
1111056592296,6,0,30571
1111056594019,6,1,41563
1111056861938,6,0,44639
1111057093472,6,0,41079
1111057124533,6,1,40334
1111057257304,6,0,21888
1111057423750,6,0,27876
1111057779746,6,0,31884
1111057852690,6,0,27920
1111057864000,4,1,59121
1111058006328,6,0,32182
1111058350127,6,1,38848
1111058637372,6,1,41096
1111058658591,6,0,31094
1111058700713,6,0,29786
1111058990176,6,0,35782
1111059006887,6,1,59678
1111059124685,6,0,25971
1111059823659,6,0,28613
1111059830724,6,0,28475
1111060111249,6,0,32855
1111060165333,6,1,36525
1111060199070,6,0,39941
1111060303550,6,0,27825
1111060307294,6,0,41422
1111060390805,6,0,40317
1111060664768,6,0,34211
1111060731215,6,1,39029
1111060973373,6,0,28330
1111061021159,6,0,40153
1111061037671,2,0,61865
1111061045491,6,0,28214
1111061789424,6,0,37126
1111061807238,6,0,36260
1111061835717,6,0,39074
1111061968842,6,1,38368
1111062142172,6,1,45265
1111062260622,6,0,38298
1111062314453,6,0,30501
1111062691320,6,1,36268
1111062691345,6,1,40840
1111062776715,6,0,35293
1111062781766,5,0,40508
1111062806214,6,1,44912
1111062819164,6,1,41755
1111062903681,6,0,36663
1111062904348,7,0,52791
1111062905081,4,0,58983
1111062908263,7,1,100806
1111063030340,6,0,33140
1111063110069,5,1,35080
1111063140904,7,0,92910
1111063141176,11,0,37701
1111063405237,6,0,54719
1111063498636,6,0,38255
1111063573529,6,0,37343
1111063629831,7,1,81653
1111063630675,6,0,30833
1111063643291,3,0,64450
1111063682087,4,1,47458
1111063742003,11,0,38086
1111063798667,8,1,115395
1111063808847,8,1,111846
1111063830085,6,0,50158
1111063954703,7,1,95781
1111099418663,7,0,91056
1111099581268,7,0,72269
1111099837711,6,0,28488
1111100070014,6,0,25362
1111100194576,7,0,45536
1111100247576,6,0,25204
1111100362259,7,0,47347
1111100384369,7,0,45732
1111100547995,6,1,27405
1111100692723,6,1,35209
1111100788735,6,0,27543
1111100893076,6,0,24634
116717317328508,6,1,43670
117009478389938,4,1,41387
117258115420294,1,0,139053
117800835289894,6,1,53998
118372281946889,6,1,50274
118486728773575,6,0,65970
1114619720585020,6,0,34380
